AccountNumber,NMI,DeviceNumber,DeviceType,RegisterCode,RateTypeDescription,StartDate,EndDate,ProfileReadValue,RegisterReadValue,QualityFlag
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 08:00:00 AM,11/08/2025 08:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 08:30:00 AM,11/08/2025 08:59:59 AM,0.286,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 08:30:00 AM,11/08/2025 08:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 09:00:00 AM,11/08/2025 09:29:59 AM,0.204,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 09:00:00 AM,11/08/2025 09:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 09:30:00 AM,11/08/2025 09:59:59 AM,0.135,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 09:30:00 AM,11/08/2025 09:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 10:00:00 AM,11/08/2025 10:29:59 AM,0.094,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 10:00:00 AM,11/08/2025 10:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 10:30:00 AM,11/08/2025 10:59:59 AM,0.12,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 10:30:00 AM,11/08/2025 10:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 11:00:00 AM,11/08/2025 11:29:59 AM,0.083,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 11:00:00 AM,11/08/2025 11:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 11:30:00 AM,11/08/2025 11:59:59 AM,0.103,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 11:30:00 AM,11/08/2025 11:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 12:00:00 PM,11/08/2025 12:29:59 PM,0.13,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 12:00:00 PM,11/08/2025 12:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 12:30:00 PM,11/08/2025 12:59:59 PM,0.121,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 12:30:00 PM,11/08/2025 12:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 01:00:00 PM,11/08/2025 01:29:59 PM,0.14,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 01:00:00 PM,11/08/2025 01:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 01:30:00 PM,11/08/2025 01:59:59 PM,0.118,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 01:30:00 PM,11/08/2025 01:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 02:00:00 PM,11/08/2025 02:29:59 PM,0.122,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 02:00:00 PM,11/08/2025 02:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 02:30:00 PM,11/08/2025 02:59:59 PM,0.068,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 02:30:00 PM,11/08/2025 02:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 03:00:00 PM,11/08/2025 03:29:59 PM,0.075,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 03:00:00 PM,11/08/2025 03:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 03:30:00 PM,11/08/2025 03:59:59 PM,0.078,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 03:30:00 PM,11/08/2025 03:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 04:00:00 PM,11/08/2025 04:29:59 PM,0.077,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 04:00:00 PM,11/08/2025 04:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 04:30:00 PM,11/08/2025 04:59:59 PM,0.127,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 04:30:00 PM,11/08/2025 04:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 05:00:00 PM,11/08/2025 05:29:59 PM,0.199,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 05:00:00 PM,11/08/2025 05:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 05:30:00 PM,11/08/2025 05:59:59 PM,0.335,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 05:30:00 PM,11/08/2025 05:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 06:00:00 PM,11/08/2025 06:29:59 PM,0.505,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 06:00:00 PM,11/08/2025 06:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 06:30:00 PM,11/08/2025 06:59:59 PM,0.608,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 06:30:00 PM,11/08/2025 06:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 07:00:00 PM,11/08/2025 07:29:59 PM,0.656,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 07:00:00 PM,11/08/2025 07:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 07:30:00 PM,11/08/2025 07:59:59 PM,0.597,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 07:30:00 PM,11/08/2025 07:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 08:00:00 PM,11/08/2025 08:29:59 PM,0.479,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 08:00:00 PM,11/08/2025 08:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 08:30:00 PM,11/08/2025 08:59:59 PM,0.379,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 08:30:00 PM,11/08/2025 08:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 09:00:00 PM,11/08/2025 09:29:59 PM,0.234,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 09:00:00 PM,11/08/2025 09:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 09:30:00 PM,11/08/2025 09:59:59 PM,0.147,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 09:30:00 PM,11/08/2025 09:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 10:00:00 PM,11/08/2025 10:29:59 PM,0.072,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 10:00:00 PM,11/08/2025 10:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 10:30:00 PM,11/08/2025 10:59:59 PM,0.091,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 10:30:00 PM,11/08/2025 10:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 11:00:00 PM,11/08/2025 11:29:59 PM,0.044,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 11:00:00 PM,11/08/2025 11:29:59 PM,0.39,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,11/08/2025 11:30:00 PM,11/08/2025 11:59:59 PM,0.1,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,11/08/2025 11:30:00 PM,11/08/2025 11:59:59 PM,0.52,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 12:00:00 AM,12/08/2025 12:29:59 AM,0.069,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 12:00:00 AM,12/08/2025 12:29:59 AM,0.542,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 12:30:00 AM,12/08/2025 12:59:59 AM,0.089,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 12:30:00 AM,12/08/2025 12:59:59 AM,0.588,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 01:00:00 AM,12/08/2025 01:29:59 AM,0.046,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 01:00:00 AM,12/08/2025 01:29:59 AM,0.216,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 01:30:00 AM,12/08/2025 01:59:59 AM,0.052,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 01:30:00 AM,12/08/2025 01:59:59 AM,0.334,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 02:00:00 AM,12/08/2025 02:29:59 AM,0.045,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 02:00:00 AM,12/08/2025 02:29:59 AM,0.671,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 02:30:00 AM,12/08/2025 02:59:59 AM,0.091,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 02:30:00 AM,12/08/2025 02:59:59 AM,0.357,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 03:00:00 AM,12/08/2025 03:29:59 AM,0.076,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 03:00:00 AM,12/08/2025 03:29:59 AM,0.398,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 03:30:00 AM,12/08/2025 03:59:59 AM,0.094,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 03:30:00 AM,12/08/2025 03:59:59 AM,0.429,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 04:00:00 AM,12/08/2025 04:29:59 AM,0.049,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 04:00:00 AM,12/08/2025 04:29:59 AM,0.323,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 04:30:00 AM,12/08/2025 04:59:59 AM,0.073,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 04:30:00 AM,12/08/2025 04:59:59 AM,0.331,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 05:00:00 AM,12/08/2025 05:29:59 AM,0.086,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 05:00:00 AM,12/08/2025 05:29:59 AM,0.649,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 05:30:00 AM,12/08/2025 05:59:59 AM,0.105,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 05:30:00 AM,12/08/2025 05:59:59 AM,0.31,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 06:00:00 AM,12/08/2025 06:29:59 AM,0.213,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 06:00:00 AM,12/08/2025 06:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 06:30:00 AM,12/08/2025 06:59:59 AM,0.278,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 06:30:00 AM,12/08/2025 06:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 07:00:00 AM,12/08/2025 07:29:59 AM,0.345,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 07:00:00 AM,12/08/2025 07:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 07:30:00 AM,12/08/2025 07:59:59 AM,0.384,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 07:30:00 AM,12/08/2025 07:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 08:00:00 AM,12/08/2025 08:29:59 AM,0.347,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 08:00:00 AM,12/08/2025 08:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 08:30:00 AM,12/08/2025 08:59:59 AM,0.288,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 08:30:00 AM,12/08/2025 08:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 09:00:00 AM,12/08/2025 09:29:59 AM,0.203,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 09:00:00 AM,12/08/2025 09:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 09:30:00 AM,12/08/2025 09:59:59 AM,0.113,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 09:30:00 AM,12/08/2025 09:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 10:00:00 AM,12/08/2025 10:29:59 AM,0.061,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 10:00:00 AM,12/08/2025 10:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 10:30:00 AM,12/08/2025 10:59:59 AM,0.078,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 10:30:00 AM,12/08/2025 10:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 11:00:00 AM,12/08/2025 11:29:59 AM,0.126,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 11:00:00 AM,12/08/2025 11:29:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 11:30:00 AM,12/08/2025 11:59:59 AM,0.102,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 11:30:00 AM,12/08/2025 11:59:59 AM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 12:00:00 PM,12/08/2025 12:29:59 PM,0.14,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 12:00:00 PM,12/08/2025 12:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 12:30:00 PM,12/08/2025 12:59:59 PM,0.138,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 12:30:00 PM,12/08/2025 12:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 01:00:00 PM,12/08/2025 01:29:59 PM,0.081,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 01:00:00 PM,12/08/2025 01:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 01:30:00 PM,12/08/2025 01:59:59 PM,0.128,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 01:30:00 PM,12/08/2025 01:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 02:00:00 PM,12/08/2025 02:29:59 PM,0.12,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 02:00:00 PM,12/08/2025 02:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 02:30:00 PM,12/08/2025 02:59:59 PM,0.103,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 02:30:00 PM,12/08/2025 02:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 03:00:00 PM,12/08/2025 03:29:59 PM,0.077,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 03:00:00 PM,12/08/2025 03:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 03:30:00 PM,12/08/2025 03:59:59 PM,0.103,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 03:30:00 PM,12/08/2025 03:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 04:00:00 PM,12/08/2025 04:29:59 PM,0.079,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 04:00:00 PM,12/08/2025 04:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 04:30:00 PM,12/08/2025 04:59:59 PM,0.142,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 04:30:00 PM,12/08/2025 04:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 05:00:00 PM,12/08/2025 05:29:59 PM,0.223,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 05:00:00 PM,12/08/2025 05:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 05:30:00 PM,12/08/2025 05:59:59 PM,0.382,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 05:30:00 PM,12/08/2025 05:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 06:00:00 PM,12/08/2025 06:29:59 PM,0.522,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 06:00:00 PM,12/08/2025 06:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 06:30:00 PM,12/08/2025 06:59:59 PM,0.601,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 06:30:00 PM,12/08/2025 06:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 07:00:00 PM,12/08/2025 07:29:59 PM,0.665,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 07:00:00 PM,12/08/2025 07:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 07:30:00 PM,12/08/2025 07:59:59 PM,0.595,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 07:30:00 PM,12/08/2025 07:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 08:00:00 PM,12/08/2025 08:29:59 PM,0.524,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 08:00:00 PM,12/08/2025 08:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 08:30:00 PM,12/08/2025 08:59:59 PM,0.374,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 08:30:00 PM,12/08/2025 08:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 09:00:00 PM,12/08/2025 09:29:59 PM,0.209,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 09:00:00 PM,12/08/2025 09:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 09:30:00 PM,12/08/2025 09:59:59 PM,0.149,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 09:30:00 PM,12/08/2025 09:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 10:00:00 PM,12/08/2025 10:29:59 PM,0.103,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 10:00:00 PM,12/08/2025 10:29:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 10:30:00 PM,12/08/2025 10:59:59 PM,0.051,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#002,Controlledload,12/08/2025 10:30:00 PM,12/08/2025 10:59:59 PM,0.0,0,A
9000000001,90000000001,000000000009999999,MRIM,99999#001,Generalusage,12/08/2025 11:00:00 PM,12/08/2025 11:29:59 PM,0.086,0,A
